codigo,disciplina,turma,horario,local,docente,modalidade_educacao,unidade_responsavel,codigo_componente,nome_componente,pre_requisitos,ementa
01,FGA0122 - EFICIÊNCIA ENERGÉTICA EM INSTALAÇÕES ELÉTRICAS INDUSTRIAIS,LOANA NUNES VELASCO (60h),"46T45
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0124 - PROJETO DE ALGORITMOS,MAURICIO SERRANO (60h),"26M34
											


		

											Segunda-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,120,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0131 - ENGENHARIA DE SOFTWARE AUTOMOTIVO,EVANDRO LEONARDO SILVA TEIXEIRA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0132 - INSTRUMENTAÇÃO ELETRÔNICA PARA ENGENHARIA,CLAUDIA PATRICIA OCHOA DIAZ (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0133 - ENGENHARIA ECONÔMICA,PAULA MEYER SOARES (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,130,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0133 - ENGENHARIA ECONÔMICA,GLAUCENY CIRNE DE MEDEIROS (60h),"46T45
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,130,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0137 - SISTEMAS DE BANCO DE DADOS 1,MAURICIO SERRANO (60h),"26M12
											


		

											Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0137 - SISTEMAS DE BANCO DE DADOS 1,GLAUCO VITOR PEDROSA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0137 - SISTEMAS DE BANCO DE DADOS 1,GLAUCO VITOR PEDROSA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0141 - GESTÃO AMBIENTAL NO SETOR ENERGÉTICO,MARIA VITORIA DUARTE FERRARI (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,40,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0142 - FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES,TIAGO ALVES DA FONSECA (60h),"26M12
											


		

											Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,110,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0142 - FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES,TIAGO ALVES DA FONSECA (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0146 - ESTRUTURAS DE DADOS 1,NILTON CORREIA DA SILVA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0146 - ESTRUTURAS DE DADOS 1,JOHN LENON CARDOSO GARDENGHI (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,120,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0148 - ENGENHARIA DE SEGURANÇA DO TRABALHO,MARIA ALZIRA DE ARAUJO NUNES (30h),"2M34
											


		

											Segunda-feira 10:00 às 11:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0148 - ENGENHARIA DE SEGURANÇA DO TRABALHO,MARIA ALZIRA DE ARAUJO NUNES (30h),"2M12
											


		

											Segunda-feira 08:00 às 09:50",,120,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0152 - ERGONOMIA DO PRODUTO,MATEUS RODRIGUES MIRANDA (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,15,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0154 - MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,GLAUCENY CIRNE DE MEDEIROS (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0154 - MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,SUZANA MOREIRA AVILA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0154 - MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,SERGIO HENRIQUE DA SILVA CARNEIRO (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0155 - INTRODUÇÃO AO DESIGN E CONCEPÇÃO DE VEÍCULOS,ENEIDA GONZALEZ VALDES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,40,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0156 - COMBUSTÍVEIS E BIOCOMBUSTÍVEIS,JULIANA PETROCCHI RODRIGUES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0157 - PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA,MARILIA MIRANDA FORTE GOMES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,130,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0157 - PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA,RODRIGO ANDRES MIRANDA CERDA (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,130,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0158 - ORIENTAÇÃO A OBJETOS,ANDRE LUIZ PERON MARTINS LANNA (60h),"24T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0158 - ORIENTAÇÃO A OBJETOS,HENRIQUE GOMES DE MOURA (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0158 - ORIENTAÇÃO A OBJETOS,HENRIQUE GOMES DE MOURA (60h),"35M5  35T1
											


		

											Terça-feira 12:00 às 13:50Quinta-feira 12:00 às 13:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
06,FGA0158 - ORIENTAÇÃO A OBJETOS,ANDRE LUIZ PERON MARTINS LANNA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0160 - MÉTODOS NUMÉRICOS PARA ENGENHARIA,MANUEL NASCIMENTO DIAS BARCELOS JUNIOR (60h),"35M5  35T1
											


		

											Terça-feira 12:00 às 13:50Quinta-feira 12:00 às 13:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0160 - MÉTODOS NUMÉRICOS PARA ENGENHARIA,RODRIGO ANDRES MIRANDA CERDA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,120,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0160 - MÉTODOS NUMÉRICOS PARA ENGENHARIA,LINDOMAR BOMFIM DE CARVALHO DE JESUS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,50,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0163 - INTRODUÇÃO À ENGENHARIA,PATRICIA REGINA SOBRAL BRAGA (30h),"4T23
											


		

											Quarta-feira 14:00 às 15:50",,140,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0163 - INTRODUÇÃO À ENGENHARIA,RUDI HENRI VAN ELS (30h),"2M12
											


		

											Segunda-feira 08:00 às 09:50",,140,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0163 - INTRODUÇÃO À ENGENHARIA,RICARDO RAMOS FRAGELLI (30h),"2T23
											


		

											Segunda-feira 14:00 às 15:50",,140,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0164 - HUMANIDADES E CIDADANIA,SANDRA MARIA FALEIROS LIMA (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0164 - HUMANIDADES E CIDADANIA,SANDRA MARIA FALEIROS LIMA (60h),"46M5  46T1
											


		

											Quarta-feira 12:00 às 13:50Sexta-feira 12:00 às 13:50",,90,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0164 - HUMANIDADES E CIDADANIA,VANESSA MARIA DE CASTRO (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,90,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
04,FGA0164 - HUMANIDADES E CIDADANIA,VANESSA MARIA DE CASTRO (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,90,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0166 - ELEMENTOS E MÉTODOS EM ELETRÔNICA,FABIANO ARAUJO SOARES (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0167 - SISTEMAS AUTOMOTIVOS,SALEH BARBOSA KHALIL (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,EUCLIDES DELGADO MARQUES SANT ANNA (90h),"246M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,75,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,SALEH BARBOSA KHALIL (90h),"235M34
											


		

											Segunda-feira 10:00 às 11:50Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,75,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
04,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,MATEUS RODRIGUES MIRANDA (90h),"356T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,75,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
05,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,ENEIDA GONZALEZ VALDES (90h),"246M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,75,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
06,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,HIMILSYS HERNANDEZ GONZALEZ (90h),"235M34
											


		

											Segunda-feira 10:00 às 11:50Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,75,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0169 - FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO,AUGUSTO CESAR DE MENDONCA BRASIL (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS,DANIEL SUNDFELD LIMA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,120,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0173 - INTERAÇÃO HUMANO COMPUTADOR,"ANDRE BARROS DE SALES (45h)
										
										
										EDUARDO GABRIEL QUEIROZ PALMEIRA (15h)","35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,40,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0173 - INTERAÇÃO HUMANO COMPUTADOR,REJANE MARIA DA COSTA FIGUEIREDO (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
04,FGA0173 - INTERAÇÃO HUMANO COMPUTADOR,SERGIO ANTONIO ANDRADE DE FREITAS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0174 - DESENVOLVIMENTO SUSTENTÁVEL,JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,30,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS,FELIPE CHAGAS STORTI (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA,MAURA ANGELICA MILFONT SHZU (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,50,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA,RODRIGO ARBEY MUNOZ MENESES (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,15,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS,"RITA DE CASSIA SILVA (60h)
										
										
										ALESSANDRO BORGES DE SOUSA OLIVEIRA (30h)","246M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS,"SANDRA MARIA DA LUZ (30h)
										
										
										EMMANUEL PACHECO ROCHA LIMA (30h)","35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA,FABIO ALFAIA DA CUNHA (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,25,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0198 - PROJETO COM CIRCUITOS RECONFIGURAVEIS,DANIEL MAURICIO MUNOZ ARBOLEDA (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0204 - DINÂMICA DOS FLUÍDOS,"AUGUSTO CESAR DE MENDONCA BRASIL (15h)
										
										
										LUCIANO GONCALVES NOLETO (60h)","26M34 4M3
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 10:55Sexta-feira 10:00 às 11:50",,25,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0204 - DINÂMICA DOS FLUÍDOS,"AUGUSTO CESAR DE MENDONCA BRASIL (60h)
										
										
										LUCIANO GONCALVES NOLETO (15h)","26M34 4M4
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:55 às 11:50Sexta-feira 10:00 às 11:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0208 - ARQUITETURA E DESENHO DE SOFTWARE,MILENE SERRANO (60h),"26M34
											


		

											Segunda-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0208 - ARQUITETURA E DESENHO DE SOFTWARE,MILENE SERRANO (60h),"26M12
											


		

											Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0210 - PARADIGMAS DE PROGRAMAÇÃO,EDSON ALVES DA COSTA JUNIOR (60h),"35T6  35N1
											


		

											Terça-feira 18:00 às 19:50Quinta-feira 18:00 às 19:50",,110,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0211 - FUNDAMENTOS DE REDES DE COMPUTADORES,CLENIO EMIDIO DA FONSECA (60h),"26T45
											


		

											Segunda-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0211 - FUNDAMENTOS DE REDES DE COMPUTADORES,CLENIO EMIDIO DA FONSECA (60h),"7M1234
											


		

											Sábado 08:00 às 11:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0214 - TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,BRUNO LUIZ PEREIRA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,16,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0214 - TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,SANDRA MARIA DA LUZ (60h),"6M1234
											


		

											Sexta-feira 08:00 às 11:50",,15,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0219 - PROCESSAMENTO DE SINAIS,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0221 - INTELIGÊNCIA ARTIFICIAL,FABIANO ARAUJO SOARES (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0226 - ELETRÔNICA VEICULAR,EVANDRO LEONARDO SILVA TEIXEIRA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,16,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0228 - PROJETO DE SISTEMAS AUTOMOTIVOS,CARLA TATIANA MOTA ANFLOR (60h),"24M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0229 - ANÁLISE ESTRUTURAL MÉTODO DOS ELEMENTOS FINITOS,MAURA ANGELICA MILFONT SHZU (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,40,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0230 - DINÂMICA DE VEÍCULOS,SUZANA MOREIRA AVILA (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,30,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0232 - INTEGRAÇÃO E TESTES,HENRIQUE GOMES DE MOURA (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0233 - SENSORES E TRANSDUTORES,ALESSANDRO BORGES DE SOUSA OLIVEIRA (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0236 - BIORREFINARIAS,MARIA DEL PILAR HIDALGO FALLA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,15,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0242 - TÉCNICAS DE PROGRAMAÇÃO EM PLATAFORMAS EMERGENTES,ANDRE LUIZ PERON MARTINS LANNA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0244 - PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS,FERNANDO WILLIAM CRUZ (60h),"24T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0244 - PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS,FERNANDO WILLIAM CRUZ (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,80,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0252 - SISTEMAS HIDROELÉTRICOS,"RUDI HENRI VAN ELS (15h)
										
										
										LUCIANO GONCALVES NOLETO (60h)","46M12  2T4
											


		

											Segunda-feira 16:00 às 16:55Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,25,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0254 - CIÊNCIAS AEROESPACIAIS,GABRIELA CUNHA POSSA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,48,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,ROBERTO DE SOUZA BAPTISTA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,GUILLERMO ALVAREZ BESTARD (60h),"24T6  24N1
											


		

											Segunda-feira 18:00 às 19:50Quarta-feira 18:00 às 19:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,MARCUS VINICIUS BATISTUTA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
04,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,EULER DE VILHENA GARCIA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
05,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,HENRIQUE GOMES DE MOURA (60h),"6M5  4T6 6T1  4N1
											


		

											Quarta-feira 18:00 às 19:50Sexta-feira 12:00 às 13:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
06,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,CLAUDIA PATRICIA OCHOA DIAZ (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
07,FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0262 - TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,LOANA NUNES VELASCO (75h),"4M345 6M34
											


		

											Quarta-feira 10:00 às 12:55Sexta-feira 10:00 às 11:50",,40,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0265 - ECONOMIA DE ENERGIA,PAULA MEYER SOARES (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,45,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0266 - ACÚSTICA E VIBRAÇÕES VEICULARES,MARIA ALZIRA DE ARAUJO NUNES (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,15,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0267 - PROJETO DE ESTRUTURAS DE VEICULOS,HENRIQUE GOMES DE MOURA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,60,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0270 - SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,BRUNO LUIZ PEREIRA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,16,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0285 - INTRODUÇÃO À MECÂNICA DA FRATURA,CARLA TATIANA MOTA ANFLOR (60h),"24M34 (24/03/2025 - 26/07/2025)
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,30,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0291 - MECÂNICA DE ESTRUTURAS AERONÁUTICAS,ARTEM ANDRIANOV (60h),"35M34 (24/03/2025 - 26/07/2025)
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,25,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0301 - INSTALAÇÕES ELÉTRICAS EM SISTEMAS DE ENERGIA,ALEX REIS (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,25,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0302 - ENGENHARIA E AMBIENTE,MARIA VITORIA DUARTE FERRARI (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,130,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
02,FGA0302 - ENGENHARIA E AMBIENTE,JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,130,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
03,FGA0302 - ENGENHARIA E AMBIENTE,FERNANDO PAIVA SCARDUA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,125,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
01,FGA0303 - PROJETO INTEGRADOR DE ENGENHARIA 1,DIOGO CAETANO GARCIA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,35,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
