codigo,disciplina,turma,horario,local,docente
01,2025.1,"RUDI HENRI VAN ELS (15h)
										
										
										LUCIANO GONCALVES NOLETO (60h)","46M12  2T4
											


		

											Segunda-feira 16:00 às 16:55Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,25
01,2025.1,GABRIELA CUNHA POSSA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,48
01,2025.1,ROBERTO DE SOUZA BAPTISTA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,20
02,2025.1,GUILLERMO ALVAREZ BESTARD (60h),"24T6  24N1
											


		

											Segunda-feira 18:00 às 19:50Quarta-feira 18:00 às 19:50",,20
03,2025.1,MARCUS VINICIUS BATISTUTA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,20
04,2025.1,EULER DE VILHENA GARCIA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,20
05,2025.1,HENRIQUE GOMES DE MOURA (60h),"6M5  4T6 6T1  4N1
											


		

											Quarta-feira 18:00 às 19:50Sexta-feira 12:00 às 13:50",,20
06,2025.1,CLAUDIA PATRICIA OCHOA DIAZ (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,20
07,2025.1,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,20
01,2025.1,LOANA NUNES VELASCO (75h),"4M345 6M34
											


		

											Quarta-feira 10:00 às 12:55Sexta-feira 10:00 às 11:50",,40
01,2025.1,PAULA MEYER SOARES (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,45
01,2025.1,MARIA ALZIRA DE ARAUJO NUNES (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,15
01,2025.1,HENRIQUE GOMES DE MOURA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,60
01,2025.1,BRUNO LUIZ PEREIRA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,16
01,2025.1,CARLA TATIANA MOTA ANFLOR (60h),"24M34 (24/03/2025 - 26/07/2025)
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,30
01,2025.1,ARTEM ANDRIANOV (60h),"35M34 (24/03/2025 - 26/07/2025)
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,25
01,2025.1,ALEX REIS (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,25
01,2025.1,MARIA VITORIA DUARTE FERRARI (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,130
02,2025.1,JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,130
03,2025.1,FERNANDO PAIVA SCARDUA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,125
01,2025.1,DIOGO CAETANO GARCIA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,35
02,2025.1,JULIANA PETROCCHI RODRIGUES (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,35
03,2025.1,RICARDO AJAX DIAS KOSLOSKI (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,45
04,2025.1,LUI TXAI CALVOSO HABL (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,35
05,2025.1,RAFAEL RODRIGUES DA SILVA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,35
01,2025.1,SANDRO AUGUSTO PAVLIK HADDAD (90h),"4T45 6T2345
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50",,35
02,2025.1,"CARLA SILVA ROCHA AGUIAR (30h)
										
										
										RICARDO MATOS CHAIM (60h)","4T45 6T2345
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50",,35
03,2025.1,ALEX REIS (90h),"4T45 6T2345
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50",,40
04,2025.1,POLLIANA CANDIDA OLIVEIRA MARTINS (90h),"4T45 6T2345
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50",,35
05,2025.1,RHANDER VIANA (90h),"4T45 6T2345
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50",,35
01,2025.1,MARIO DE OLIVEIRA ANDRADE (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,130
02,2025.1,REJANE MARIA DA COSTA FIGUEIREDO (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,130
01,2025.1,GUILLERMO ALVAREZ BESTARD (90h),"246T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,50
01,2025.1,DIOGO CAETANO GARCIA (90h),"246T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,50
01,2025.1,HILMER RODRIGUES NERI (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45
02,2025.1,CARLA SILVA ROCHA AGUIAR (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,80
03,2025.1,RICARDO AJAX DIAS KOSLOSKI (60h),"24T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50",,60
01,2025.1,GEORGE MARSICANO CORREA (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,45
02,2025.1,GEORGE MARSICANO CORREA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,45
03,2025.1,ANDRE BARROS DE SALES (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,40
01,2025.1,ELAINE VENSON (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,80
02,2025.1,ELAINE VENSON (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,80
01,2025.1,CRISTIANE SOARES RAMOS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,45
02,2025.1,CRISTIANE SOARES RAMOS (60h),"24T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50",,45
01,2025.1,HILMER RODRIGUES NERI (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,45
02,2025.1,RICARDO MATOS CHAIM (60h),"46M5  46T1
											


		

											Quarta-feira 12:00 às 13:50Sexta-feira 12:00 às 13:50",,45
01,2025.1,RENATO CORAL SAMPAIO (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,80
02,2025.1,CARLA SILVA ROCHA AGUIAR (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,90
01,2025.1,WANDER CLEBER MARIA PEREIRA DA SILVA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,120
